"","sp_code","elevation","season","plant_group","species","shape_upd","symmetry","flower_pos","anther_pos","odour","brightness","colour","nectar_guides","size","tube_length","volume","concentration","sugar_amount","glucose","fructose","saccharose","d","shape_upd_num","symmetry_num","flower_pos_num","anther_pos_num","odour_num","brightness_num","nectar_guides_num","R","G","B","brown","green","orange","pink","purple","red","white","yellow"
"PLEKAM_1450_WET","PLEKAM",1450,"WET","Herb","Plectranthus kamerunensis","Labiate","Zygomorphic","Horizontal","Hidden","Weak-No","Vivid","Purple","Present",1.0456,0.4296,1.44517543859649,27.9888888888889,0.418830518662779,0.233103822733897,0.043952718277388,0.722943458988714,0.146016785931033,0,1,1,0,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"POLBIC_1450_WET","POLBIC",1450,"WET","Epiphyte","Polystachia bicalcarata","Gullet","Actinomorphic","Pendant","Exposed","Weak-No","Vivid","Pink","Present",0.6772,0.36,0.756578947368421,NA,0.000956410256410256,NA,NA,NA,0.118576922437158,0,0,0,1,0,1,1,255,192,203,0,0,0,1,0,0,0,0
"PREKAM_1450_WET","PREKAM",1450,"WET","Epiphyte","Preussiella kamerunensis","Dish","Actinomorphic","Upright","Partially exposed","Weak-No","Vivid","Pink","Absent",2.02314285714286,0,2.76315789473684,23,0.280846554111842,NA,NA,NA,0.296469678817902,1,0,0.5,0.5,0,1,0,255,192,203,0,0,0,1,0,0,0,0
"SOLTOR_1450_WET","SOLTOR",1450,"WET","Herb","Solanum torvum","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.458,0,NA,NA,4.375e-05,NA,NA,NA,0.132354735890833,1,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"SPEPRI_1450_WET","SPEPRI",1450,"WET","Herb","Spermacoce princeae","Funnel","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.4016,0.4076,0.512218045112782,11,0.0127594462719298,0.125209449106874,0.0769747328831894,0.797815818009937,0.185609255895363,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"STAACU_1450_WET","STAACU",1450,"WET","Herb","Stachys aculeolata","Labiate","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Purple","Present",0.4862,0.399,0.738304093567252,21.55,0.0585029477683179,0.226051686222731,0.163862593388248,0.610085720389022,0.157077055101764,0,1,1,1,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"THARHY_1450_WET","THARHY",1450,"WET","Herb","Thalictrum rhynchocarpum","Open","Actinomorphic","Pendant","Exposed","Weak-No","Drab","Green","Absent",0.271,0,NA,NA,0.0002334375,NA,NA,NA,0.0644169161727457,1,0,0,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"THOSAN_1450_WET","THOSAN",1450,"WET","Herb","Thonningia sanguinea","Bell","Actinomorphic","Upright","Hidden","Weak-No","Vivid","Red","Absent",4.06218181818182,0,347.692307692308,12.7384615384615,50.0997418057692,0,0,0,0.753348711666786,0,0,0.5,0,0,1,0,255,0,0,0,0,0,0,0,1,0,0
"UTRMAN_1450_WET","UTRMAN",1450,"WET","Epiphyte","Utricularia mannii","Open","Zygomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.9271,0.6938,NA,NA,0.00123076923076923,NA,NA,NA,0.100109834306135,1,1,0.5,0,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"ACADEC_2250_WET","ACADEC",2250,"WET","Herb","Acanthopale decempedalis","Trumpet","Actinomorphic","Pendant","Partially exposed","Weak-No","Vivid","White","Present",1.85471428571429,2.20092857142857,2.93866175856307,18.0142857142857,0.61240619313397,0.0973422644683681,0.172027163525507,0.730630572006125,0.134235202012276,0,0,0,0.5,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"BEGPOC_2250_WET","BEGPOC",2250,"WET","Epiphyte","Begonia poculifera","Open","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","White","Absent",2.6235,0,NA,NA,0.00125555555555556,NA,NA,NA,0.229346393626707,1,1,1,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"CHALAI_2250_WET","CHALAI",2250,"WET","Shrub","Chassalia laikomensis","Bell","Actinomorphic","All","Exposed","Strong ","Vivid","White","Absent",0.832285714285714,0.743142857142857,1.25796261487051,9.78333333333333,0.102455888964599,0.329657815538288,0.258794847582347,0.411547336879365,0.255330594833884,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"CYPMAN_2250_WET","CYPMAN",2250,"WET","Climber","Cyphostemma mannii","Open","Actinomorphic","Upright","Exposed","Weak-No","Drab","Green","Absent",0.4202,0,NA,NA,0.00237083333333333,0.252777777777778,0.0722222222222222,0.675,0.128140548957636,1,0,0.5,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"DISKAP_2250_WET","DISKAP",2250,"WET","Herb","Disperis kamerunensis purple","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","Purple","Present",1.1011,0.6766,1.31578947368421,NA,0.0117,0.312169312169312,0.186507936507937,0.501322751322751,0.116341872277913,0,1,0,1,0,1,1,160,32,240,0,0,0,0,1,0,0,0
"DISKAW_2250_WET","DISKAW",2250,"WET","Herb","Disperis kamerunensis white","Gullet","Zygomorphic","Pendant","Exposed","Weak-No","Vivid","White","Present",1.11583333333333,0.566,0.921052631578947,NA,0.00278181818181818,0.277274425555763,0.476228283205679,0.246497291238558,0.0725059099544233,0,1,0,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"DISNIT_2250_WET","DISNIT",2250,"WET","Herb","Disperis nitida","Gullet","Zygomorphic","Upright","Exposed","Weak-No","Vivid","White","Present",1.4321,0,NA,NA,0.000133333333333333,NA,NA,NA,0.116996958211952,0,1,0.5,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"HABAMO_2250_WET","HABAMO",2250,"WET","Herb","Habenaria amoena","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Drab","Green","Absent",1.47933333333333,1.17866666666667,0.234962406015038,9,0.0184710487155388,0.360423394330822,0.135693782356861,0.503882823312317,0.106583807620554,0,1,1,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"HABMIC_2250_WET","HABMIC",2250,"WET","Herb","Habenaria microceras","Gullet","Zygomorphic","Horizontal","Hidden","Weak-No","Drab","Green","Absent",0.2881,0.1458,NA,NA,6.09337044534413e-05,NA,NA,NA,0.0715890241064589,0,1,1,0,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"IMPSAK_2250_WET","IMPSAK",2250,"WET","Herb","Impatiens sakeriana","Gullet","Zygomorphic","Horizontal","Exposed","Weak-No","Vivid","Red","Present",1.40557142857143,1.817,14.7452297410192,22.4133333333333,3.9033436156533,0.090167451195188,0.0959408222180067,0.813891726586805,0.622911021127321,0,1,1,1,0,1,1,255,0,0,0,0,0,0,0,1,0,0
"ISOGLA_2250_WET","ISOGLA",2250,"WET","Herb","Isoglossa glandulifera","Tube","Zygomorphic","All","Partially exposed","Weak-No","Vivid","White","Absent",1.808,1.229375,0.776450931249693,6.5,0.0246500257924641,0.0916987540629835,0.136863538508457,0.77143770742856,0.239561635281656,0,1,0,0.5,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"LIPDEI_2250_WET","LIPDEI",2250,"WET","Epiphyte","Liparis deistelii","Open","Zygomorphic","Upright","Exposed","Weak-No","Drab","Yellow","Absent",0.872625,0.667,0.164473684210526,NA,0,NA,NA,NA,0.257425319813052,1,1,0.5,1,0,0,0,255,255,0,0,0,0,0,0,0,0,1
"MAELAN_2250_WET","MAELAN",2250,"WET","Tree","Maesa lanceolata","Open","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",0.454428571428571,0.032,0.037593984962406,39.8,0.0045311057499518,0.0311723505019417,0.0366499922105831,0.932177657287475,0.146340823810106,1,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"MOMFOE_2250_WET","MOMFOE",2250,"WET","Climber","Momordica foetida","Dish","Actinomorphic","Horizontal","Exposed","Weak-No","Vivid","Yellow","Present",1.6882,0.4618,NA,NA,0.0607666666666667,0.0528239156730603,0.0753305685156385,0.871845515811301,0.0725059099544233,1,0,1,1,0,1,1,255,255,0,0,0,0,0,0,0,0,1
"PIPCAP_2250_WET","PIPCAP",2250,"WET","Shrub","Piper capense","Open","Actinomorphic","Horizontal","Exposed","Weak-No","Drab","White","Absent",0.0838,0,NA,NA,0.000165799645250312,NA,NA,NA,0.357336567010814,1,0,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"PSYPED_2250_WET","PSYPED",2250,"WET","Shrub","Psychotria peduncularis","Tube","Actinomorphic","Pendant","Exposed","Weak-No","Drab","White","Absent",0.528833333333333,0.824,2.76534314180513,14.9823529411765,0.369128442594032,0.160287324993908,0.172666395728676,0.667046279277417,0.331745767263939,0,0,0,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"RHISPN_2250_WET","RHISPN",2250,"WET","Epiphyte","Rhipidoglossum sp nov","Gullet","Zygomorphic","Horizontal","Exposed","Strong ","Drab","White","Absent",1.2291,1.0668,1.74232456140351,2.275,0.0348483821546053,NA,NA,NA,0.16548097660524,0,1,1,1,0,0,0,255,255,255,0,0,0,0,0,0,1,0
"SCHMAN_2250_WET","SCHMAN",2250,"WET","Tree","Schefflera mannii","Open","Actinomorphic","All","Exposed","Weak-No","Drab","Green","Absent",0.7255,0,0.22593984962406,22.94,0.0392521121938776,0.532518078965792,0.369870972552122,0.097610948482086,0.350039466757303,1,0,0,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"SOLNIG_2250_WET","SOLNIG",2250,"WET","Herb","Solanum nigrum","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Present",1.0004,0.3304,NA,NA,0.00219122807017544,NA,NA,NA,0.463747045022788,1,0,0,1,0,1,1,255,255,255,0,0,0,0,0,0,1,0
"SOLTOR_2250_WET","SOLTOR",2250,"WET","Herb","Solanum torvum","Stellate","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.458,0,NA,NA,4.375e-05,NA,NA,NA,0.292681376072784,1,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"SPEPRI_2250_WET","SPEPRI",2250,"WET","Herb","Spermacoce princeae","Funnel","Actinomorphic","All","Exposed","Weak-No","Vivid","White","Absent",1.4016,0.4076,0.512218045112782,11,0.0127594462719298,0.125209449106874,0.0769747328831894,0.797815818009937,0.383118726173477,0,0,0,1,0,1,0,255,255,255,0,0,0,0,0,0,1,0
"STEABY_2250_WET","STEABY",2250,"WET","Climber","Stephania abyssinica","Dish","Actinomorphic","Upright","Exposed","Weak-No","Drab","Red","Present",0.2482,0,NA,NA,3.10727813852814e-05,NA,NA,NA,0.257425319813052,1,0,0.5,1,0,0,1,255,0,0,0,0,0,0,0,1,0,0
"THARHY_2250_WET","THARHY",2250,"WET","Herb","Thalictrum rhynchocarpum","Open","Actinomorphic","Pendant","Exposed","Weak-No","Drab","Green","Absent",0.271,0,NA,NA,0.0002334375,NA,NA,NA,0.585750696967622,1,0,0,1,0,0,0,0,255,0,0,1,0,0,0,0,0,0
"UTRMAN_2250_WET","UTRMAN",2250,"WET","Epiphyte","Utricularia mannii","Open","Zygomorphic","Upright","Hidden","Weak-No","Vivid","Yellow","Present",1.9271,0.6938,NA,NA,0.00123076923076923,NA,NA,NA,0.143662288622588,1,1,0.5,0,0,1,1,255,255,0,0,0,0,0,0,0,0,1
